customerid,gender,seniorcitizen,partner,dependents,tenure,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,churn_label,segmento_antiguedad,score_servicios,ratio_cargo_antiguedad,segmento_valor,flag_contrato_mensual,flag_pago_riesgo,cltv_proyectado_24m,prob_churn,pred_churn,nivel_riesgo
6080-LNESI,Male,0,No,No,51,No,Two year,No,Mailed check,24.75,1234.6,0,No,Maduro (36m+),0,0.49,Medio,0,0,594.0,0.06235366024947344,0,Bajo
1830-IPXVJ,Female,0,Yes,Yes,61,No,Two year,No,Credit card (automatic),19.75,1311.6,0,No,Maduro (36m+),0,0.32,Medio,0,0,474.0,0.04202566918262038,0,Bajo
5828-DWPIL,Male,1,Yes,No,62,Fiber optic,Month-to-month,Yes,Electronic check,89.1,5618.3,0,No,Maduro (36m+),3,1.44,Premium,1,1,2138.4,0.32897635600489855,0,Bajo
8398-TBIYD,Female,0,No,No,72,Fiber optic,Two year,Yes,Bank transfer (automatic),84.7,6185.15,0,No,Maduro (36m+),2,1.18,Premium,0,0,2032.8,0.046786077897583295,0,Bajo
0011-IGKFF,Male,1,Yes,No,13,Fiber optic,Month-to-month,Yes,Electronic check,98.0,1237.85,1,Yes,En desarrollo (13-36m),4,7.54,Medio,1,1,2352.0,0.840710369128465,1,Alto
4192-GORJT,Male,0,Yes,No,5,Fiber optic,Month-to-month,Yes,Electronic check,94.45,498.1,1,Yes,Nuevo (0-12m),3,18.89,Bajo,1,1,2266.8,0.8934009131563593,1,Alto
6496-SLWHQ,Male,1,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,105.0,294.45,1,Yes,Nuevo (0-12m),4,35.0,Bajo,1,1,2520.0,0.8507687510328832,1,Alto
9912-GVSEQ,Female,1,Yes,No,26,Fiber optic,Month-to-month,Yes,Electronic check,93.85,2381.55,1,Yes,En desarrollo (13-36m),3,3.61,Alto,1,1,2252.4,0.765214047167959,1,Alto
2931-FSOHN,Male,1,No,No,13,DSL,Month-to-month,Yes,Electronic check,59.9,788.35,0,No,En desarrollo (13-36m),2,4.61,Medio,1,1,1437.6,0.500188027453783,1,Medio
9418-RUKPH,Female,0,Yes,Yes,38,No,Two year,Yes,Mailed check,19.95,756.4,0,No,Maduro (36m+),0,0.53,Medio,0,0,478.8,0.005398229654725087,0,Bajo
5383-MMTWC,Female,1,Yes,No,8,Fiber optic,Month-to-month,Yes,Electronic check,84.0,613.4,1,Yes,Nuevo (0-12m),1,10.5,Medio,1,1,2016.0,0.8784587903462913,1,Alto
9971-ZWPBF,Male,1,Yes,Yes,34,Fiber optic,Month-to-month,Yes,Electronic check,108.9,3625.2,0,No,En desarrollo (13-36m),5,3.2,Alto,1,1,2613.6,0.4730596082890245,0,Medio
4712-AUQZO,Male,0,No,No,18,DSL,Month-to-month,No,Mailed check,33.6,550.35,0,No,En desarrollo (13-36m),2,1.87,Medio,1,0,806.4,0.26654779136328394,0,Bajo
9711-FJTBX,Male,0,Yes,Yes,56,Fiber optic,One year,Yes,Mailed check,85.85,4793.8,0,No,Maduro (36m+),3,1.53,Alto,0,0,2060.4,0.17168137181999543,0,Bajo
2908-ZTPNF,Female,0,No,No,36,DSL,Month-to-month,Yes,Bank transfer (automatic),34.85,1267.2,0,No,En desarrollo (13-36m),2,0.97,Medio,1,0,836.4,0.32724734231189856,0,Bajo
7240-ETPTR,Female,0,Yes,No,9,DSL,Month-to-month,Yes,Electronic check,48.75,442.2,1,Yes,Nuevo (0-12m),3,5.42,Bajo,1,1,1170.0,0.645818563109051,1,Medio
2202-CUYXZ,Male,0,No,No,1,Fiber optic,Month-to-month,Yes,Electronic check,84.85,84.85,1,Yes,Nuevo (0-12m),2,84.85,Bajo,1,1,2036.4,0.9382255635507988,1,Alto
5995-OIGLP,Male,0,No,No,12,DSL,Month-to-month,No,Mailed check,56.65,654.85,1,Yes,Nuevo (0-12m),2,4.72,Medio,1,0,1359.6,0.4304602006687346,0,Medio
8421-WZOOW,Female,1,Yes,Yes,57,Fiber optic,Month-to-month,Yes,Credit card (automatic),95.3,5567.45,0,No,Maduro (36m+),4,1.67,Premium,1,0,2287.2,0.3728816863736868,0,Bajo
6261-RCVNS,Female,0,No,No,42,DSL,One year,No,Credit card (automatic),73.9,3160.55,1,Yes,Maduro (36m+),5,1.76,Alto,0,0,1773.6,0.3588424737794125,0,Bajo
7951-QKZPL,Female,0,Yes,Yes,33,No,Two year,Yes,Mailed check,24.5,740.3,1,Yes,En desarrollo (13-36m),0,0.74,Medio,0,0,588.0,0.30568463252372063,0,Bajo
1414-YADCW,Male,0,Yes,No,70,Fiber optic,Two year,No,Bank transfer (automatic),84.6,5706.2,0,No,Maduro (36m+),3,1.21,Premium,0,0,2030.4,0.05976042214639345,0,Bajo
8756-RDDLT,Female,0,No,No,68,DSL,Month-to-month,No,Electronic check,44.95,3085.35,0,No,Maduro (36m+),3,0.66,Alto,1,1,1078.8,0.33777297423608593,0,Bajo
2862-PFNIK,Male,0,No,Yes,1,DSL,Month-to-month,Yes,Electronic check,24.7,24.7,0,No,Nuevo (0-12m),0,24.7,Bajo,1,1,592.8,0.7211625426253804,1,Alto
5816-QVHRX,Female,0,No,No,37,Fiber optic,Month-to-month,No,Credit card (automatic),100.3,3541.4,0,No,Maduro (36m+),3,2.71,Alto,1,0,2407.2,0.5927634616040066,1,Medio
4430-YHXGG,Female,0,No,Yes,4,No,Month-to-month,Yes,Mailed check,25.45,84.2,0,No,Nuevo (0-12m),0,6.36,Bajo,1,0,610.8,0.2512747526233807,0,Bajo
6888-SBYAI,Male,0,No,No,1,DSL,Month-to-month,Yes,Mailed check,50.7,50.7,0,No,Nuevo (0-12m),1,50.7,Bajo,1,0,1216.8,0.7514992776073869,1,Alto
7395-XWZOY,Male,0,No,No,20,DSL,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,0,No,En desarrollo (13-36m),5,2.75,Medio,1,0,1320.0,0.44530497557474474,0,Medio
7169-YWAMK,Male,0,Yes,Yes,72,DSL,Two year,No,Bank transfer (automatic),68.4,4855.35,0,No,Maduro (36m+),4,0.95,Alto,0,0,1641.6,0.03731273332949159,0,Bajo
3640-PHQXK,Female,0,No,No,31,Fiber optic,Month-to-month,Yes,Electronic check,89.9,2806.9,1,Yes,En desarrollo (13-36m),2,2.9,Alto,1,1,2157.6,0.6849609836320688,1,Medio
6877-LGWXO,Male,1,Yes,No,18,Fiber optic,Month-to-month,No,Electronic check,78.55,1422.65,1,Yes,En desarrollo (13-36m),1,4.36,Medio,1,1,1885.2,0.6556207478357213,1,Medio
6859-RKMZJ,Male,0,Yes,No,11,DSL,Month-to-month,Yes,Bank transfer (automatic),55.05,608.15,0,No,Nuevo (0-12m),1,5.0,Medio,1,0,1321.2,0.33587999058581686,0,Bajo
2729-VNVAP,Female,0,Yes,Yes,33,No,Two year,No,Credit card (automatic),19.8,641.35,0,No,En desarrollo (13-36m),0,0.6,Medio,0,0,475.2,0.007339684541351389,0,Bajo
2957-JIRMN,Female,1,No,No,62,Fiber optic,One year,No,Electronic check,84.45,4959.15,0,No,Maduro (36m+),1,1.36,Alto,0,1,2026.8,0.199900254098036,0,Bajo
2049-BAFNW,Female,0,No,No,1,DSL,Month-to-month,No,Mailed check,35.9,35.9,0,No,Nuevo (0-12m),2,35.9,Bajo,1,0,861.6,0.680779088983834,1,Medio
3842-QTGDL,Male,0,Yes,No,16,Fiber optic,Month-to-month,No,Bank transfer (automatic),80.75,1321.3,0,No,En desarrollo (13-36m),2,5.05,Medio,1,0,1938.0,0.4909639171412203,0,Medio
7163-OCEQI,Male,0,Yes,Yes,22,DSL,One year,Yes,Mailed check,78.65,1663.75,0,No,En desarrollo (13-36m),4,3.58,Medio,0,0,1887.6,0.2705650655413959,0,Bajo
9782-LGXMC,Female,0,Yes,Yes,49,DSL,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,0,No,Maduro (36m+),3,1.26,Alto,1,0,1482.0,0.203778706332805,0,Bajo
5975-BAICR,Male,0,Yes,Yes,36,DSL,One year,Yes,Credit card (automatic),63.7,2188.5,0,No,En desarrollo (13-36m),3,1.77,Alto,0,0,1528.8,0.1619448175232031,0,Bajo
8019-ENHXU,Male,0,Yes,No,42,Fiber optic,Month-to-month,Yes,Electronic check,99.45,4138.05,1,Yes,Maduro (36m+),4,2.37,Alto,1,1,2386.8,0.7612897863880868,1,Alto
5167-GBFRE,Male,1,No,No,4,DSL,Month-to-month,Yes,Bank transfer (automatic),25.2,102.5,1,Yes,Nuevo (0-12m),0,6.3,Bajo,1,0,604.8,0.5939917245502767,1,Medio
9033-EOXWV,Female,0,No,No,12,DSL,One year,No,Mailed check,74.05,872.65,1,Yes,Nuevo (0-12m),3,6.17,Medio,0,0,1777.2,0.21836140060178275,0,Bajo
4673-KKSLS,Female,0,No,No,31,Fiber optic,Month-to-month,No,Electronic check,87.6,2724.25,0,No,En desarrollo (13-36m),3,2.83,Alto,1,1,2102.4,0.5793717203328701,1,Medio
4853-OITSN,Male,0,Yes,No,5,Fiber optic,Month-to-month,Yes,Electronic check,89.15,413.25,0,No,Nuevo (0-12m),2,17.83,Bajo,1,1,2139.6,0.8715836952145896,1,Alto
9800-OUIGR,Male,0,Yes,Yes,66,No,Two year,No,Credit card (automatic),20.0,1374.2,0,No,Maduro (36m+),0,0.3,Medio,0,0,480.0,0.004227276320414966,0,Bajo
1324-NLTJE,Female,1,No,No,15,DSL,Month-to-month,No,Credit card (automatic),55.0,757.1,1,Yes,En desarrollo (13-36m),1,3.67,Medio,1,0,1320.0,0.5334252992251087,1,Medio
2324-EFHVG,Male,0,No,No,64,Fiber optic,Two year,Yes,Bank transfer (automatic),104.4,6692.65,0,No,Maduro (36m+),4,1.63,Premium,0,0,2505.6,0.2757760548565767,0,Bajo
7094-MSZAO,Male,0,Yes,Yes,10,No,Month-to-month,Yes,Credit card (automatic),20.05,218.5,0,No,Nuevo (0-12m),0,2.0,Bajo,1,0,481.2,0.1473708273447979,0,Bajo
1522-VVDMG,Male,0,Yes,Yes,7,Fiber optic,Month-to-month,Yes,Electronic check,89.75,608.8,1,Yes,Nuevo (0-12m),3,12.82,Medio,1,1,2154.0,0.8616630837639382,1,Alto
6907-CQGPN,Male,0,No,No,29,DSL,Month-to-month,No,Electronic check,34.3,1004.75,0,No,En desarrollo (13-36m),2,1.18,Medio,1,1,823.2,0.336554039670355,0,Bajo
0780-XNZFN,Male,0,No,No,57,No,Two year,No,Bank transfer (automatic),20.65,1125.6,0,No,Maduro (36m+),0,0.36,Medio,0,0,495.6,0.02776640538387298,0,Bajo
0239-OXEXL,Female,0,No,No,46,Fiber optic,Month-to-month,No,Mailed check,84.25,3847.6,0,No,Maduro (36m+),2,1.83,Alto,1,0,2022.0,0.4395309439586608,0,Medio
2675-IJRGJ,Male,0,No,No,53,No,Two year,No,Bank transfer (automatic),19.65,978.0,0,No,Maduro (36m+),0,0.37,Medio,0,0,471.6,0.08871119045876664,0,Bajo
7049-GKVZY,Female,0,No,No,17,DSL,One year,No,Credit card (automatic),79.85,1387.35,0,No,En desarrollo (13-36m),5,4.7,Medio,0,0,1916.4,0.2076071866418587,0,Bajo
8577-QSOCG,Female,0,Yes,Yes,38,No,Two year,Yes,Mailed check,20.2,746.05,0,No,Maduro (36m+),0,0.53,Medio,0,0,484.8,0.006686697624047324,0,Bajo
3721-CNZHX,Male,0,No,No,15,No,One year,No,Mailed check,19.8,304.6,0,No,En desarrollo (13-36m),0,1.32,Bajo,0,0,475.2,0.02552272145496929,0,Bajo
0212-ISBBF,Female,0,No,No,22,DSL,Month-to-month,Yes,Electronic check,50.35,1098.85,0,No,En desarrollo (13-36m),3,2.29,Medio,1,1,1208.4,0.4526004408333753,0,Medio
9185-TQCVP,Male,0,Yes,No,14,Fiber optic,Month-to-month,Yes,Electronic check,85.15,1139.2,1,Yes,En desarrollo (13-36m),1,6.08,Medio,1,1,2043.6,0.8036653073482347,1,Alto
3585-YNADK,Female,0,Yes,No,57,DSL,One year,No,Bank transfer (automatic),74.6,4368.95,0,No,Maduro (36m+),4,1.31,Alto,0,0,1790.4,0.08133930266450477,0,Bajo
5271-DBYSJ,Male,1,No,No,11,Fiber optic,Month-to-month,Yes,Credit card (automatic),79.15,827.7,0,No,Nuevo (0-12m),1,7.2,Medio,1,0,1899.6,0.6083551837087379,1,Medio
1099-GODLO,Female,0,Yes,Yes,1,No,Two year,No,Mailed check,20.35,20.35,0,No,Nuevo (0-12m),0,20.35,Bajo,0,0,488.4,0.048741043431659505,0,Bajo
6828-HMKWP,Male,0,Yes,Yes,12,No,Two year,No,Bank transfer (automatic),21.05,262.05,0,No,Nuevo (0-12m),0,1.75,Bajo,0,0,505.2,0.05635928133414029,0,Bajo
5567-WSELE,Male,1,Yes,No,3,Fiber optic,Month-to-month,Yes,Electronic check,94.6,279.55,1,Yes,Nuevo (0-12m),2,31.53,Bajo,1,1,2270.4,0.8936255822045689,1,Alto
1472-TNCWL,Male,0,No,Yes,36,Fiber optic,Month-to-month,Yes,Electronic check,94.7,3512.5,0,No,En desarrollo (13-36m),3,2.63,Alto,1,1,2272.8,0.6386466829069467,1,Medio
8063-RJYNF,Male,0,No,No,16,Fiber optic,Month-to-month,Yes,Electronic check,94.25,1483.25,1,Yes,En desarrollo (13-36m),3,5.89,Medio,1,1,2262.0,0.8102682305971356,1,Alto
0687-ZVTHB,Male,0,Yes,Yes,65,DSL,One year,No,Credit card (automatic),72.45,4653.85,1,Yes,Maduro (36m+),4,1.11,Alto,0,0,1738.8,0.1802936115249898,0,Bajo
2080-GKCWQ,Male,0,No,No,2,Fiber optic,Month-to-month,No,Electronic check,74.95,151.75,0,No,Nuevo (0-12m),1,37.48,Bajo,1,1,1798.8,0.7735571348468596,1,Alto
9661-ACXBS,Female,0,No,No,42,Fiber optic,Month-to-month,Yes,Electronic check,105.2,4400.75,1,Yes,Maduro (36m+),4,2.5,Alto,1,1,2524.8,0.7426366054307338,1,Alto
2193-SFWQW,Male,0,Yes,Yes,72,Fiber optic,Two year,No,Bank transfer (automatic),111.95,8033.1,0,No,Maduro (36m+),6,1.55,Premium,0,0,2686.8,0.025548831821282186,0,Bajo
5656-JAMLX,Male,0,No,No,62,No,Two year,No,Bank transfer (automatic),19.85,1253.65,0,No,Maduro (36m+),0,0.32,Medio,0,0,476.4,0.01655640774506122,0,Bajo
3462-BJQQA,Female,0,No,No,6,Fiber optic,Month-to-month,Yes,Electronic check,89.75,552.65,0,No,Nuevo (0-12m),2,14.96,Medio,1,1,2154.0,0.8820033131956337,1,Alto
0442-TDYUO,Male,0,Yes,No,48,No,Two year,Yes,Mailed check,20.05,1036.0,0,No,Maduro (36m+),0,0.42,Medio,0,0,481.2,0.009693928456809353,0,Bajo
6733-LRIZX,Male,0,No,No,35,Fiber optic,Two year,Yes,Electronic check,108.95,4025.5,0,No,En desarrollo (13-36m),5,3.11,Alto,0,1,2614.8,0.3575236927852011,0,Bajo
9503-XJUME,Male,0,No,Yes,52,No,One year,No,Credit card (automatic),19.65,928.4,0,No,Maduro (36m+),0,0.38,Medio,0,0,471.6,0.018406714437928542,0,Bajo
4367-NHWMM,Female,0,No,No,1,DSL,Month-to-month,Yes,Mailed check,24.9,24.9,0,No,Nuevo (0-12m),0,24.9,Bajo,1,0,597.6,0.7210775352287135,1,Alto
3727-RJMEO,Male,0,Yes,No,6,Fiber optic,Month-to-month,Yes,Electronic check,82.85,460.25,1,Yes,Nuevo (0-12m),1,13.81,Bajo,1,1,1988.4,0.8659920660769714,1,Alto
3779-OSWCF,Female,0,Yes,No,71,DSL,Two year,No,Credit card (automatic),93.2,6506.15,0,No,Maduro (36m+),6,1.31,Premium,0,0,2236.8,0.02557304471113332,0,Bajo
6736-DHUQI,Female,0,Yes,Yes,67,Fiber optic,One year,No,Bank transfer (automatic),84.8,5598.3,0,No,Maduro (36m+),3,1.27,Premium,0,0,2035.2,0.1275253412209001,0,Bajo
3915-ODIYG,Male,1,No,No,60,DSL,One year,Yes,Electronic check,71.75,4374.55,0,No,Maduro (36m+),3,1.2,Alto,0,1,1722.0,0.1520535231371959,0,Bajo
1360-RCYRT,Male,0,Yes,Yes,23,DSL,Month-to-month,Yes,Bank transfer (automatic),30.35,678.75,0,No,En desarrollo (13-36m),1,1.32,Medio,1,0,728.4,0.36760375767566983,0,Bajo
2724-FJDYW,Male,0,No,Yes,39,DSL,One year,No,Bank transfer (automatic),54.85,2191.7,0,No,Maduro (36m+),4,1.41,Alto,0,0,1316.4,0.11438443785323404,0,Bajo
4451-RWASJ,Male,0,Yes,Yes,15,No,One year,Yes,Mailed check,19.5,239.75,0,No,En desarrollo (13-36m),0,1.3,Bajo,0,0,468.0,0.018358883894764602,0,Bajo
6646-VRFOL,Male,1,Yes,No,53,Fiber optic,Month-to-month,Yes,Electronic check,103.85,5485.5,1,Yes,Maduro (36m+),4,1.96,Premium,1,1,2492.4,0.7142212061954984,1,Alto
3460-TJBWI,Male,0,Yes,Yes,24,No,Two year,No,Mailed check,24.2,609.05,0,No,En desarrollo (13-36m),0,1.01,Medio,0,0,580.8,0.02873188802852578,0,Bajo
5917-HBSDW,Female,0,Yes,Yes,37,No,Month-to-month,No,Electronic check,19.35,683.75,0,No,Maduro (36m+),0,0.52,Medio,1,1,464.4,0.13534110700719915,0,Bajo
5685-IIXLY,Female,0,Yes,Yes,5,Fiber optic,Month-to-month,Yes,Electronic check,83.6,404.2,1,Yes,Nuevo (0-12m),2,16.72,Bajo,1,1,2006.4,0.8619808386942509,1,Alto
5671-UUNXD,Female,1,Yes,No,50,Fiber optic,One year,Yes,Electronic check,100.65,5189.75,0,No,Maduro (36m+),3,2.01,Premium,0,1,2415.6,0.3784015289033807,0,Bajo
0956-ACVZC,Female,0,No,No,54,Fiber optic,One year,Yes,Credit card (automatic),94.1,5060.9,0,No,Maduro (36m+),3,1.74,Premium,0,0,2258.4,0.26102432302940926,0,Bajo
2325-NBPZG,Female,0,No,No,3,Fiber optic,Month-to-month,Yes,Electronic check,74.55,233.65,0,No,Nuevo (0-12m),1,24.85,Bajo,1,1,1789.2,0.842122673411688,1,Alto
4250-ZBWLV,Male,0,No,No,68,Fiber optic,One year,No,Electronic check,108.45,7176.55,1,Yes,Maduro (36m+),5,1.59,Premium,0,1,2602.8,0.49152412279084245,0,Medio
4482-FTFFX,Male,0,No,No,5,DSL,Month-to-month,No,Electronic check,56.15,291.45,0,No,Nuevo (0-12m),2,11.23,Bajo,1,1,1347.6,0.5097863282811326,1,Medio
8859-DZTGQ,Male,0,No,No,33,No,Two year,No,Mailed check,20.35,689.75,0,No,En desarrollo (13-36m),0,0.62,Medio,0,0,488.4,0.013976600158971004,0,Bajo
0440-MOGPM,Female,0,No,No,41,DSL,One year,Yes,Electronic check,80.55,3263.9,0,No,Maduro (36m+),4,1.96,Alto,0,1,1933.2,0.21350277838239148,0,Bajo
0020-JDNXP,Female,0,Yes,Yes,34,DSL,One year,No,Mailed check,61.25,1993.2,0,No,En desarrollo (13-36m),5,1.8,Medio,0,0,1470.0,0.1263224704173631,0,Bajo
3752-CQSJI,Female,0,Yes,Yes,13,No,Month-to-month,Yes,Mailed check,20.45,254.5,0,No,En desarrollo (13-36m),0,1.57,Bajo,1,0,490.8,0.13642299390613055,0,Bajo
5025-GOOKI,Female,0,No,No,20,No,Month-to-month,Yes,Credit card (automatic),18.9,347.65,0,No,En desarrollo (13-36m),0,0.94,Bajo,1,0,453.6,0.1805156180890872,0,Bajo
4698-KVLLG,Female,1,No,No,51,No,Two year,No,Credit card (automatic),19.6,967.9,0,No,Maduro (36m+),0,0.38,Medio,0,0,470.4,0.018151970454429095,0,Bajo
5095-AESKG,Female,0,Yes,No,3,Fiber optic,Month-to-month,Yes,Credit card (automatic),91.5,242.95,1,Yes,Nuevo (0-12m),2,30.5,Bajo,1,0,2196.0,0.8933355716113346,1,Alto
2887-JPYLU,Female,0,No,Yes,41,DSL,Month-to-month,No,Bank transfer (automatic),45.2,1841.9,0,No,Maduro (36m+),0,1.1,Medio,1,0,1084.8,0.24605308298537432,0,Bajo
4770-QAZXN,Female,0,No,No,13,No,Month-to-month,No,Credit card (automatic),19.45,232.1,0,No,En desarrollo (13-36m),0,1.5,Bajo,1,0,466.8,0.2370762766010671,0,Bajo
4896-CPRPF,Male,0,Yes,Yes,35,No,Two year,No,Bank transfer (automatic),25.45,809.25,0,No,En desarrollo (13-36m),0,0.73,Medio,0,0,610.8,0.03189252457591015,0,Bajo
1871-MOWRM,Male,0,Yes,No,12,Fiber optic,Month-to-month,No,Bank transfer (automatic),80.85,866.45,1,Yes,Nuevo (0-12m),2,6.74,Medio,1,0,1940.4,0.6535210473481661,1,Medio
9714-EDSUC,Male,0,No,No,4,Fiber optic,Month-to-month,Yes,Mailed check,94.9,360.55,0,No,Nuevo (0-12m),4,23.73,Bajo,1,0,2277.6,0.8485525364985028,1,Alto
2027-OAQQC,Female,0,No,No,43,DSL,Month-to-month,Yes,Bank transfer (automatic),49.05,2076.2,1,Yes,Maduro (36m+),3,1.14,Alto,1,0,1177.2,0.35775272189820334,0,Bajo
0282-NVSJS,Female,1,Yes,Yes,12,DSL,Month-to-month,Yes,Mailed check,29.3,355.9,0,No,Nuevo (0-12m),1,2.44,Bajo,1,0,703.2,0.31473051300366706,0,Bajo
9090-SGQXL,Male,1,Yes,No,68,Fiber optic,Month-to-month,Yes,Electronic check,105.3,7299.65,1,Yes,Maduro (36m+),4,1.55,Premium,1,1,2527.2,0.659795892931172,1,Medio
6595-YGXIT,Male,1,No,No,25,Fiber optic,Month-to-month,Yes,Electronic check,88.95,2291.2,1,Yes,En desarrollo (13-36m),2,3.56,Alto,1,1,2134.8,0.765141719856647,1,Alto
7353-YOWFP,Female,0,No,No,7,No,One year,No,Mailed check,20.25,129.15,0,No,Nuevo (0-12m),0,2.89,Bajo,0,0,486.0,0.04061671459608655,0,Bajo
9835-ZIITK,Male,1,Yes,No,66,Fiber optic,One year,Yes,Electronic check,110.85,7491.75,1,Yes,Maduro (36m+),5,1.68,Premium,0,1,2660.4,0.46228639284206074,0,Medio
8008-ESFLK,Female,0,Yes,No,53,Fiber optic,One year,No,Electronic check,110.5,5835.5,0,No,Maduro (36m+),6,2.08,Premium,0,1,2652.0,0.32426437604729036,0,Bajo
7537-CBQUZ,Male,1,No,No,63,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),109.4,7031.45,0,No,Maduro (36m+),5,1.74,Premium,1,0,2625.6,0.23525885576199074,0,Bajo
1555-DJEQW,Female,0,Yes,Yes,70,Fiber optic,Two year,Yes,Bank transfer (automatic),114.2,7723.9,1,Yes,Maduro (36m+),6,1.63,Premium,0,0,2740.8,0.27670773063574217,0,Bajo
5649-TJHOV,Male,1,Yes,No,27,DSL,Month-to-month,No,Bank transfer (automatic),36.5,1032.0,1,Yes,En desarrollo (13-36m),1,1.35,Medio,1,0,876.0,0.5688858533536498,1,Medio
0519-XUZJU,Female,0,No,No,1,Fiber optic,Month-to-month,No,Mailed check,70.75,70.75,1,Yes,Nuevo (0-12m),0,70.75,Bajo,1,0,1698.0,0.8930986360900353,1,Alto
3363-EWLGO,Female,0,No,No,5,No,Month-to-month,No,Mailed check,19.95,109.6,0,No,Nuevo (0-12m),0,3.99,Bajo,1,0,478.8,0.2659635951592774,0,Bajo
4750-UKWJK,Female,1,Yes,No,37,No,One year,No,Mailed check,19.6,727.8,0,No,Maduro (36m+),0,0.53,Medio,0,0,470.4,0.006758134705721346,0,Bajo
6338-AVWCY,Male,0,No,No,3,DSL,Month-to-month,Yes,Mailed check,40.15,130.75,1,Yes,Nuevo (0-12m),2,13.38,Bajo,1,0,963.6,0.7272695662100869,1,Alto
1689-YQBYY,Female,0,No,Yes,12,Fiber optic,Month-to-month,Yes,Electronic check,76.6,893.0,0,No,Nuevo (0-12m),0,6.38,Medio,1,1,1838.4,0.6591340747932157,1,Medio
4487-ZYJZK,Female,0,Yes,Yes,38,No,One year,No,Credit card (automatic),19.6,763.1,0,No,Maduro (36m+),0,0.52,Medio,0,0,470.4,0.00806396616450961,0,Bajo
2959-FENLU,Female,0,No,No,9,Fiber optic,Month-to-month,Yes,Credit card (automatic),85.3,781.4,0,No,Nuevo (0-12m),2,9.48,Medio,1,0,2047.2,0.8377963698783881,1,Alto
0708-LGSMF,Male,0,Yes,No,13,DSL,Month-to-month,Yes,Electronic check,65.85,902.25,0,No,En desarrollo (13-36m),2,5.07,Medio,1,1,1580.4,0.4646266534357349,0,Medio
9253-QXKBE,Male,1,Yes,No,29,Fiber optic,Month-to-month,Yes,Electronic check,94.45,2653.65,1,Yes,En desarrollo (13-36m),2,3.26,Alto,1,1,2266.8,0.7677833718575613,1,Alto
7634-HLQJR,Female,0,Yes,Yes,47,No,Two year,No,Credit card (automatic),20.05,1016.7,0,No,Maduro (36m+),0,0.43,Medio,0,0,481.2,0.006160461592506082,0,Bajo
0487-RPVUM,Male,0,Yes,No,61,Fiber optic,Month-to-month,No,Bank transfer (automatic),99.4,5943.65,0,No,Maduro (36m+),4,1.63,Premium,1,0,2385.6,0.42573435521643965,0,Medio
4079-ULGFR,Male,0,No,No,16,No,Month-to-month,No,Mailed check,20.0,275.7,0,No,En desarrollo (13-36m),0,1.25,Bajo,1,0,480.0,0.18273766056590673,0,Bajo
2516-XSJKX,Female,0,Yes,Yes,41,DSL,Two year,No,Electronic check,78.45,3126.45,0,No,Maduro (36m+),5,1.91,Alto,0,1,1882.8,0.1314671401334368,0,Bajo
0057-QBUQH,Female,0,No,Yes,43,No,Two year,Yes,Electronic check,25.1,1070.15,0,No,Maduro (36m+),0,0.58,Medio,0,1,602.4,0.05547757263868616,0,Bajo
9445-SZLCH,Female,0,Yes,Yes,36,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),97.35,3457.9,1,Yes,En desarrollo (13-36m),3,2.7,Alto,1,0,2336.4,0.6151004372532802,1,Medio
6599-SFQVE,Female,0,No,No,6,DSL,Month-to-month,Yes,Electronic check,55.0,340.4,0,No,Nuevo (0-12m),1,9.17,Bajo,1,1,1320.0,0.5976547292919151,1,Medio
8331-ZXFOE,Female,0,No,No,58,DSL,One year,Yes,Credit card (automatic),71.1,4299.2,0,No,Maduro (36m+),4,1.23,Alto,0,0,1706.4,0.08257682531007975,0,Bajo
4003-FUSHP,Male,0,No,No,19,DSL,Month-to-month,Yes,Credit card (automatic),61.55,1093.2,0,No,En desarrollo (13-36m),2,3.24,Medio,1,0,1477.2,0.4400805700690731,0,Medio
0356-ERHVT,Male,0,Yes,No,11,DSL,Month-to-month,Yes,Bank transfer (automatic),45.9,521.9,0,No,Nuevo (0-12m),0,4.17,Medio,1,0,1101.6,0.39609865425198854,0,Bajo
7325-ENZFI,Female,0,No,No,39,DSL,One year,Yes,Bank transfer (automatic),40.3,1630.4,0,No,Maduro (36m+),3,1.03,Medio,0,0,967.2,0.1035247089018053,0,Bajo
4884-ZTHVF,Female,1,No,No,8,Fiber optic,Month-to-month,Yes,Electronic check,87.1,713.6,0,No,Nuevo (0-12m),2,10.89,Medio,1,1,2090.4,0.8656832722402307,1,Alto
3920-HIHMQ,Female,0,No,Yes,26,DSL,Month-to-month,Yes,Mailed check,49.5,1265.65,0,No,En desarrollo (13-36m),0,1.9,Medio,1,0,1188.0,0.14435793804044453,0,Bajo
3055-OYMSE,Female,1,No,No,53,Fiber optic,Month-to-month,Yes,Credit card (automatic),73.8,4003.85,0,No,Maduro (36m+),1,1.39,Alto,1,0,1771.2,0.3305602745498455,0,Bajo
0613-WUXUM,Female,0,Yes,Yes,70,No,Two year,Yes,Mailed check,19.2,1401.4,0,No,Maduro (36m+),0,0.27,Medio,0,0,460.8,0.02002635933464852,0,Bajo
